# RT1b frozen corpus rt1b_A.tsv frozen=2026-09-24T08:47:21Z  (lines starting with # are skipped by the engine)
A-001	qty(w,exactly,0,count)	qty(w,exactly,4294967296,count)	NEUTRAL
A-002	qty(w,exactly,-2147483648,count)	qty(w,exactly,2147483648,count)	NEUTRAL
A-003	qty(w,exactly,2147483647,count)	qty(w,exactly,6442450943,count)	NEUTRAL
A-004	qty(w,exactly,0sec)	qty(w,exactly,4294967296sec)	NEUTRAL
A-005	qty(w,at_least,-2147483648,count)	qty(w,exactly,2147483648,count)	NEUTRAL
A-006	qty(w,exactly,5,count)	qty(w,exactly,4294967301,count)	NEUTRAL
A-007	qty(w,exactly,7,count)	qty(w,exactly,4294967303,count)	NEUTRAL
A-008	qty(t,at_most,0sec)	qty(t,exactly,8589934592sec)	NEUTRAL
A-009	p(x)	if(p(x),q(x));q(x)	NEUTRAL
A-010	cause(r(x),q(x))	r(x);q(x)	NEUTRAL
A-011	innocent(x)	not(guilty(x))	NEUTRAL
A-012	p(x)	maybe(p(x))	NEUTRAL
A-013	q(x)	if(p(x),q(x))	NEUTRAL
A-014	q(x)	cause(not(r(x)),q(x))	NEUTRAL
A-015	q(x)	cause(maybe(r(x)),q(x))	NEUTRAL
A-016	q(x)	cause(if(a(x),b(x)),q(x))	NEUTRAL
A-017	qty(w,exactly,5,count)	qty(w,range,33_to_22,count)	NEUTRAL
A-018	p(x)	p(x) brightly	NEUTRAL
A-019	maybe(p(x))	maybe(p(x))	NEUTRAL
A-020	maybe(q(x))	cause(r(x),q(x))	NEUTRAL
A-021	maybe(q(x))	if(p(x),q(x));p(x)	NEUTRAL
A-022	not(p(x))	q(x)	NEUTRAL
A-023	qty(w,exactly,7,count)	qty(w,range,5,6,count)	DENY
A-024	p(y)	cause(r(x),p(x))	NEUTRAL
A-025	cause(r(x),q(x))	cause(s(x),cause(r(x),q(x)))	NEUTRAL
A-026	all(d,p(x))	some(d,p(x))	NEUTRAL
A-027	q(x)	cause(r(x),q(y))	NEUTRAL
A-028	not(q(x))	if(p(x),q(x));not(p(x))	NEUTRAL
A-029	p(x)	not(not(q(x)))	NEUTRAL
A-030	qty(w,exactly,60,count)	qty(w,exactly,1,min)	NEUTRAL
A-031	q(x)	not(cause(r(x),not(q(x))))	NEUTRAL
A-032	before(a,b)	before(b,a)	DENY
A-033	before(a,b)	before(a,c)	NEUTRAL
A-034	qty(w,at_least,10,count)	qty(w,at_most,5,count)	DENY
A-035	q(x)	cause(maybe(p(x)),maybe(q(x)))	NEUTRAL
A-036	maybe(q(x))	cause(r(x),maybe(q(x)))	NEUTRAL
A-037	all(d,not(p(x)))	none(d,p(x))	NEUTRAL
A-038	none(d,not(p(x)))	all(d,not(p(x)))	DENY
A-039	q(x)	if(q(x),p(x));p(x)	NEUTRAL
A-040	p(x)	maybe(not(p(x)))	NEUTRAL
A-041	q(x)	if(p(x),q(x));maybe(p(x))	NEUTRAL
A-042	q(x)	if(p(x),q(x));r(x)	NEUTRAL
A-043	not(q(x))	cause(r(x),q(x))	NEUTRAL
A-044	all(d,q(x))	all(d,p(x))	NEUTRAL
A-045	q(x)	cause(r(x),not(q(x)))	NEUTRAL
