principle-detection/PREREG.md	md	P0	reasoning	7665	PASS	prereg frozen 2026-09-21; battery/tables verified via fresh-build runs + oracle
principle-detection/VERDICT.md	md	P0	reasoning	6530	PASS	Arch A ALL HOLD / Arch B HONEST-FAIL on F45 confirmed by verify_pd.py on fresh-build outputs; doc corrections noted
principle-detection/principle.zag	zag	P0	reasoning	14595	PASS	fresh znc rebuild; A 5x md5 64b61b18..., B 5x md5 74316b50... — byte-identical to frozen runs/ logs
q-partial/Q_PARTIAL_VERDICT.md	md	P0	reasoning	9952	PASS	rebuilt q1p_driver.zag fresh; 5x runs byte-identical at canonical hash 948eb8e3...; run1 byte-identical to evidence/run1_stdout.txt; all headline figures confirmed (96/96 taught, 15/15 evidenced, 0 overclaim, digests match)
q-partial/src/q1_flawscore.zag	zag	P0	reasoning	5274	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_learner.zag	zag	P0	reasoning	12902	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_proposal.zag	zag	P0	reasoning	7076	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_tape.zag	zag	P0	reasoning	6537	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_tripwire.zag	zag	P0	reasoning	5817	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_types.zag	zag	P0	reasoning	9276	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1_world.zag	zag	P0	reasoning	10475	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1b_teacher.zag	zag	P0	reasoning	7614	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1p_driver.zag	zag	P0	reasoning	19695	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/q1p_teacher.zag	zag	P0	reasoning	4157	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/substrate/R33_NATIVE_IO_V1.zag	zag	P0	reasoning	6533	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	reasoning	4787	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/substrate/cl/common.zag	zag	P0	reasoning	2289	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
q-partial/src/t5_core.zag	zag	P0	reasoning	20242	PASS	fresh znc rebuild of q1p_driver.zag; 5x byte-identical, canonical hash 948eb8e3cbf7b864f538e2e7bdb1fa0c7d20eeceb9f33807d6056ef784181d12; provenance: byte-copies of q1b-teacher-bakeoff/src except documented Q-partial deltas
rsi/PREREG.md	md	P0	reasoning	4957	done	review-note: read; trap families and constitution screen as probed; no gaps vs PREREG claims
rsi/VERDICT.md	md	P0	reasoning	4478	done	review-note: read; verdict claims corroborated by native repro + red-team (see VERDICT_SHEET)
rsi/rsi.zag	zag	P0	reasoning	17843	done	PASS-redteam: baseline byte-repro; 3 new-trap probes (A refuse, B vuln-confirmed, C fix-demonstrated)
rsi/rsi2/PREREG2.md	md	P0	reasoning	8324	done	review-note: read; held-out design as probed; KB4 raised to causal independence
rsi/rsi2/VERDICT2.md	md	P0	reasoning	4041	done	review-note: read; A- compositional grade stands; oracle ALL PASS confirmed
rsi/rsi2/rsi2.zag	zag	P0	reasoning	15259	done	PASS-redteam: 4 modes byte-repro from rebuild; D2-corruption causal held-out test PASS
self-test/SELFTEST_PREREG.md	md	P0	reasoning	4294	PASS	fresh rebuild byte-identical to frozen md5s; oracle: all kill bars hold s1+s10
self-test/SELFTEST_VERDICT.md	md	P0	reasoning	6200	PASS	reverified via oracle on fresh-build outputs; B6 gap correction noted in doc
self-test/selftest.zag	zag	P0	reasoning	17974	PASS	fresh znc rebuild; s1 5x md5 3be14786..., s10 5x md5 6ffead66... — matches frozen logs byte-for-byte
tracka-closeout/TRACKA_VERDICT_SHEET.md	md	P0	reasoning	22176	review-note	doc-level review: 52 arm rows = counts (17+21+11+3); M5 arithmetic verified (U 2.9016, Y5 1.6588); NIGHT_RUN + m5h refs exist; commit SHAs unverifiable here (no .git); evidence trail cites /tmp/tracka_rows2.json (ephemeral)
principle-detection/gen_pd.py	py	P1	reasoning	11187	PASS	re-ran: regenerates byte-identical principle.zag + expected.json (SHA256SUMS match); deterministic
principle-detection/verify_pd.py	py	P1	reasoning	3727	PASS	ran on fresh-build outputs: KILL BARS ALL HOLD; F45 A/B divergence as preregistered
rsi/rsi2/verify_rsi2.py	py	P1	reasoning	5017	done	PASS: oracle runs, ALL KILL BARS PASS on frozen logs
rsi/verify_rsi.py	py	P1	reasoning	3999	done	executed 2026-09-22 ~02:00 PDT: OVERALL PASS (KB2/KB3/KB4/KB5 all PASS; 3/3 RECs reproduce)
self-test/oracle.py	py	P1	reasoning	6427	PASS	ran independently on fresh-build outputs: ALL KILL BARS HOLD (s1 8x5, s10 80x5)
tracka-closeout/SECTION_SPOTCHECK.md	md	P1	reasoning	15481	review-note	methodology sound: programmatic §3 extraction, evidence existence checks, one measurement re-run per verdict; 6/7 confirmed, M stale secondary claim corrected in-sheet
tracka-closeout/U14_SPOT_REVERIFY.md	md	P1	reasoning	10071	review-note	independent re-verification of 4 PASS arms (Y5/U/L1/Z8) with rebuilt binaries; all stand; caveats openly documented (Z8 source never committed)
