F4A-01	CAUSE(WEARS(students,blue_socks),HIGH_SCORES(students))	CORR(WEARS(students,blue_socks),HIGH_SCORES(students));STUDIED_MORE(blue_sock_wearers);NOT(KNOWN_MECHANISM(blue_socks,test_scores))	0
F4A-02	CAUSE(EATS(people,bananas_before_bed),VIVID_DREAMS(people))	CORR(EATS(people,bananas_before_bed),VIVID_DREAMS(people));CORR(SNACKS_BEFORE_BED(people),DREAM_RECALL(people));NOT(TRIAL_LINK(banana_compounds,dream_intensity))	0
F4A-03	CAUSE(INSTALLS(house,rooftop_antenna),STRUCK_BY_LIGHTNING(house))	CORR(HAS(house,antenna),STRUCK_BY_LIGHTNING(house));CAUSE(TALL(house),STRUCK_BY_LIGHTNING(house));NOT(INCREASES(antenna,strike_risk))	0
F4A-04	CAUSE(CHEWS(employee,gum_during_meetings),PROMOTED(employee))	CORR(CHEWS(employee,gum),PROMOTED(employee));VOLUNTEERS(gum_chewers,visible_projects);NOT(EVIDENCE_LINK(gum_chewing,performance_reviews))	0
F4A-05	DOWN(office_server)	IF(DOWN(office_server),NOT(LOADS(site)));NOT(LOADS(site));CAUSE(DNS_MISCONFIG,NOT(LOADS(site)))	0
F4A-06	CAUSE(NEW(logo),INCREASED(sales))	AFTER(LOGO_REDESIGN,SALES_ROSE);CAUSE(AD_CAMPAIGN,SALES_ROSE);NOT(CAUSE(NEW(logo),INCREASED(sales)))	0
F4A-07	CAUSE(DRINKS(people,celery_juice),REVERSED(aging))	ANECDOTE(WRINKLES_VANISHED(one_person));NOT(CLINICAL_EVIDENCE(celery_juice,anti_aging));NOT(DEMONSTRATED_EFFECT(celery_juice,aging))	0
F4A-08	CAUSE(SLEEPS_WITH(people,socks),BOOSTED(immunity))	CLAIM_NO_EVIDENCE();NOT(MECHANISM(foot_warmth,immune_function));NOT(EFFECT(sock_wearing,immune_markers))	0
F4A-09	CAUSE(DRINKS(people,coffee_daily),EXTENDED(lifespan))	ANECDOTE();MAYBE(CAUSE(DRINKS(people,coffee),LOWER_MORTALITY));NOT(PROVEN(CAUSE(coffee,longevity)))	0
F4A-10	WILL_COLLAPSE(old_bridge,within_one_year)	PREDICTS(someone,COLLAPSE(old_bridge));MAYBE(NEEDS_REPAIR(old_bridge));NOT(PREDICTED_COLLAPSE(old_bridge))	0
F4A-11	QTY(artifacts,exactly,10000)	QTY(artifacts,range,12000_to_15000);QTY(artifacts,more_than,12000);QTY(artifacts,exactly,13842)	0
F4A-12	QTY(marathon_course_km,exactly,40)	QTY(marathon_course_km,exactly,42);QTY(marathon_course_km,exactly,42);NOT(QTY(marathon_course_km,exactly,40))	0
F4A-13	MADE_OF(moon,cheese)	LOOKS_LIKE(moon,cheese_wheel);NOT(MADE_OF(moon,cheese));NOT(MADE_OF(moon,cheese))	0
F4A-14	CAUSE(EATS(people,rocks),IMPROVED(digestion))	ANECDOTE();CAUSE(EATS(people,rocks),NOT(IMPROVED(digestion)));CAUSE(EATS(people,rocks),HARM(digestive_tract))	0
F4A-15	CAUSE(RECHARGES_IN(phone,microwave),EXTENDED(battery_life))	PRANK_CLAIM();CAUSE(MICROWAVES(person,phone),DESTROYED(phone));CAUSE(MICROWAVES(person,phone),DAMAGED(battery))	0
F4A-16	CAUSE(PLANTS(people,coins_in_soil),GROWS(money_trees))	FOLKLORE();NOT(GERMINATES(coins));CAUSE(BURIES(people,coins),CORRODED(coins))	0
F4A-17	CAUSE(BELIEVES(whales,themselves),FLIES(whales))	FICTION();NOT(CAPABLE(whales,flight));NOT(CAUSE(BELIEVES(whales,themselves),FLIES(whales)))	0
