T3C0-000	t3trap	1	1	1	950
T3C0-001	t3trap	1	1	1	966
T3C0-002	t3trap	1	1	1	975
T3C0-003	t3trap	1	1	1	980
T3C0-004	t3trap	1	1	1	983
T3C0-005	t3trap	1	1	1	985
T3C0-006	t3trap	1	1	1	987
T3C0-007	t3trap	1	1	1	988
T3C0-008	t3trap	1	1	1	990
T3C0-009	t3trap	1	1	1	990
T3C0-010	t3trap	1	1	1	991
T3C0-011	t3trap	1	1	1	992
T3C0-012	t3trap	1	1	1	992
T3C0-013	t3trap	1	1	1	993
T3C0-014	t3trap	1	1	1	993
T3C0-015	t3trap	1	1	1	994
T3C0-016	t3trap	1	1	1	994
T3C0-017	t3trap	1	1	1	994
T3C0-018	t3trap	1	1	1	995
T3C0-019	t3trap	1	1	1	995
T3C0-020	t3trap	1	1	1	995
T3C0-021	t3trap	1	1	1	995
T3C0-022	t3trap	1	1	1	995
T3C0-023	t3trap	1	1	1	996
T3C0-024	t3trap	1	1	1	996
T3C0-025	t3trap	1	1	1	996
T3C0-026	t3trap	1	1	1	996
T3C0-027	t3trap	1	1	1	996
T3C0-028	t3trap	1	1	1	996
T3C0-029	t3trap	1	1	1	996
T3C0-030	t3trap	1	1	1	996
T3C0-031	t3trap	1	1	1	996
T3C0-032	t3trap	1	1	1	997
T3C0-033	t3trap	1	1	1	997
T3C0-034	t3trap	1	1	1	997
T3C0-035	t3trap	1	1	1	997
T3C0-036	t3trap	1	1	1	997
T3C0-037	t3trap	1	1	1	997
T3C0-038	t3trap	1	1	1	997
T3C0-039	t3trap	1	1	1	997
T3C1-000	t3trap	1	1	1	950
T3C1-001	t3trap	1	1	1	966
T3C1-002	t3trap	1	1	1	975
T3C1-003	t3trap	1	1	0	980
T3C1-004	t3trap	1	1	1	816
T3C1-005	t3trap	1	1	1	842
T3C1-006	t3trap	1	1	1	862
T3C1-007	t3trap	1	1	0	877
T3C1-008	t3trap	1	1	1	790
T3C1-009	t3trap	1	1	1	809
T3C1-010	t3trap	1	1	1	825
T3C1-011	t3trap	1	1	0	838
T3C1-012	t3trap	1	1	1	778
T3C1-013	t3trap	1	1	1	793
T3C1-014	t3trap	1	1	1	806
T3C1-015	t3trap	1	1	0	817
T3C1-016	t3trap	1	1	1	772
T3C1-017	t3trap	1	1	1	784
T3C1-018	t3trap	1	1	1	795
T3C1-019	t3trap	1	1	0	804
T3C1-020	t3trap	1	1	1	768
T3C1-021	t3trap	1	1	1	778
T3C1-022	t3trap	1	1	1	787
T3C1-023	t3trap	1	1	0	796
T3C1-024	t3trap	1	1	1	765
T3C1-025	t3trap	1	1	1	774
T3C1-026	t3trap	1	1	1	782
T3C1-027	t3trap	1	1	0	789
T3C1-028	t3trap	1	1	1	763
T3C1-029	t3trap	1	1	1	770
T3C1-030	t3trap	1	1	1	778
T3C1-031	t3trap	1	1	0	784
T3C1-032	t3trap	1	1	1	761
T3C1-033	t3trap	1	1	1	768
