T1C-001	t1trap	1	1	1	900
T1C-002	t1trap	1	1	1	916
T1C-003	t1trap	1	1	1	925
T1C-004	t1trap	1	1	1	930
T1C-005	t1trap	1	1	1	933
T1C-006	t1trap	1	1	1	935
T1C-007	t1trap	1	1	1	937
T1C-008	t1trap	1	1	1	938
T1C-009	t1trap	1	1	1	940
T1C-010	t1trap	1	1	1	940
T1C-011	t1trap	1	1	1	941
T1C-012	t1trap	1	1	1	942
T1T-001	t1trap	1	1	0	942
T1T-002	t1trap	1	1	0	876
T1T-003	t1trap	1	1	0	818
T1T-004	t1trap	1	1	0	767
T1T-005	t1trap	1	1	0	722
T1T-006	t1trap	1	1	0	681
T1T-007	t1trap	1	1	0	645
T1T-008	t1trap	1	1	0	611
T1T-009	t1trap	1	1	0	581
T1T-010	t1trap	1	1	0	554
T1T-011	t1trap	1	1	0	529
T1T-012	t1trap	1	1	0	506
T1W-001	t1trap	1	1	0	484
T1W-002	t1trap	1	1	0	464
T1W-003	t1trap	1	1	0	446
T1W-004	t1trap	1	1	0	429
T1W-005	t1trap	1	1	0	413
T1W-006	t1trap	1	1	0	398
T1C-001	t1trap	2	1	1	384
T1C-002	t1trap	2	1	1	401
T1C-003	t1trap	2	1	1	417
T1C-004	t1trap	2	1	1	432
T1C-005	t1trap	2	1	1	447
T1C-006	t1trap	2	1	1	460
T1C-007	t1trap	2	1	1	473
T1C-008	t1trap	2	1	1	485
T1C-009	t1trap	2	1	1	497
T1C-010	t1trap	2	1	1	508
T1C-011	t1trap	2	1	1	519
T1C-012	t1trap	2	1	1	529
T1T-001	t1trap	2	1	1	0
T1T-002	t1trap	2	1	1	0
T1T-003	t1trap	2	1	1	0
T1T-004	t1trap	2	1	1	0
T1T-005	t1trap	2	1	1	0
T1T-006	t1trap	2	1	1	0
T1T-007	t1trap	2	1	1	0
T1T-008	t1trap	2	1	1	0
T1T-009	t1trap	2	1	1	0
T1T-010	t1trap	2	1	1	0
T1T-011	t1trap	2	1	1	0
T1T-012	t1trap	2	1	1	0
T1W-001	t1trap	2	1	0	0
T1W-002	t1trap	2	1	0	0
T1W-003	t1trap	2	1	0	0
T1W-004	t1trap	2	1	0	0
T1W-005	t1trap	2	1	0	0
T1W-006	t1trap	2	1	0	0
T1C-001	t1trap	4	1	1	384
T1C-002	t1trap	4	1	1	401
T1C-003	t1trap	4	1	1	417
T1C-004	t1trap	4	1	1	432
T1C-005	t1trap	4	1	1	447
T1C-006	t1trap	4	1	1	460
T1C-007	t1trap	4	1	1	473
T1C-008	t1trap	4	1	1	485
T1C-009	t1trap	4	1	1	497
T1C-010	t1trap	4	1	1	508
T1C-011	t1trap	4	1	1	519
T1C-012	t1trap	4	1	1	529
T1T-001	t1trap	4	1	1	0
T1T-002	t1trap	4	1	1	0
T1T-003	t1trap	4	1	1	0
T1T-004	t1trap	4	1	1	0
T1T-005	t1trap	4	1	1	0
T1T-006	t1trap	4	1	1	0
T1T-007	t1trap	4	1	1	0
T1T-008	t1trap	4	1	1	0
T1T-009	t1trap	4	1	1	0
T1T-010	t1trap	4	1	1	0
T1T-011	t1trap	4	1	1	0
T1T-012	t1trap	4	1	1	0
T1W-001	t1trap	4	1	1	0
T1W-002	t1trap	4	1	1	0
T1W-003	t1trap	4	1	1	0
T1W-004	t1trap	4	1	1	0
T1W-005	t1trap	4	1	1	0
T1W-006	t1trap	4	1	1	0
T1C-001	t1trap	8	1	1	384
T1C-002	t1trap	8	1	1	401
T1C-003	t1trap	8	1	1	417
T1C-004	t1trap	8	1	1	432
T1C-005	t1trap	8	1	1	447
T1C-006	t1trap	8	1	1	460
T1C-007	t1trap	8	1	1	473
T1C-008	t1trap	8	1	1	485
T1C-009	t1trap	8	1	1	497
T1C-010	t1trap	8	1	1	508
T1C-011	t1trap	8	1	1	519
T1C-012	t1trap	8	1	1	529
T1T-001	t1trap	8	1	1	0
T1T-002	t1trap	8	1	1	0
T1T-003	t1trap	8	1	1	0
T1T-004	t1trap	8	1	1	0
T1T-005	t1trap	8	1	1	0
T1T-006	t1trap	8	1	1	0
T1T-007	t1trap	8	1	1	0
T1T-008	t1trap	8	1	1	0
T1T-009	t1trap	8	1	1	0
T1T-010	t1trap	8	1	1	0
T1T-011	t1trap	8	1	1	0
T1T-012	t1trap	8	1	1	0
T1W-001	t1trap	8	1	1	0
T1W-002	t1trap	8	1	1	0
T1W-003	t1trap	8	1	1	0
T1W-004	t1trap	8	1	1	0
T1W-005	t1trap	8	1	1	0
T1W-006	t1trap	8	1	1	0
T1C-001	t1trap	16	1	1	384
T1C-002	t1trap	16	1	1	401
T1C-003	t1trap	16	1	1	417
T1C-004	t1trap	16	1	1	432
T1C-005	t1trap	16	1	1	447
T1C-006	t1trap	16	1	1	460
T1C-007	t1trap	16	1	1	473
T1C-008	t1trap	16	1	1	485
T1C-009	t1trap	16	1	1	497
T1C-010	t1trap	16	1	1	508
T1C-011	t1trap	16	1	1	519
T1C-012	t1trap	16	1	1	529
T1T-001	t1trap	16	1	1	0
T1T-002	t1trap	16	1	1	0
T1T-003	t1trap	16	1	1	0
T1T-004	t1trap	16	1	1	0
T1T-005	t1trap	16	1	1	0
T1T-006	t1trap	16	1	1	0
T1T-007	t1trap	16	1	1	0
T1T-008	t1trap	16	1	1	0
T1T-009	t1trap	16	1	1	0
T1T-010	t1trap	16	1	1	0
T1T-011	t1trap	16	1	1	0
T1T-012	t1trap	16	1	1	0
T1W-001	t1trap	16	1	1	0
T1W-002	t1trap	16	1	1	0
T1W-003	t1trap	16	1	1	0
T1W-004	t1trap	16	1	1	0
T1W-005	t1trap	16	1	1	0
T1W-006	t1trap	16	1	1	0
